File,Name,Module,Trap OIDs,Numerical Representation,Description
ciscoLwappMobilityAnchorControlPathDown,CISCO-LWAPP-MOBILITY-MIB,current,.1.3.6.1.4.1.9.9.576.0.1,"cLMobilityAnchorAddressType, cLMobilityAnchorAddress","This trap will be declared by the Controller when, successive ICMP ping attempts to the anchor fails  and the anchor is conclusively down.  Variable cLMobilityAnchorIPAddress denotes the IP Address of the anchor."
ciscoLwappMobilityAnchorControlPathUp,CISCO-LWAPP-MOBILITY-MIB,current,.1.3.6.1.4.1.9.9.576.0.2,"cLMobilityAnchorAddressType, cLMobilityAnchorAddress","This trap will be declared by the Controller when, ICMP ping to the anchor is restored and anchor is  conclusively up.  Variable cLMobilityAnchorIPAddress denotes the IP Address of the anchor."
ciscoLwappMobilityAnchorDataPathDown,CISCO-LWAPP-MOBILITY-MIB,current,.1.3.6.1.4.1.9.9.576.0.3,"cLMobilityAnchorAddressType, cLMobilityAnchorAddress","This trap will be declared by the Controller when, successive EoIP ping attempts to the anchor fails and the anchor is conclusively down.  Variable cLMobilityAnchorIPAddress denotes the IP Address of the anchor."
ciscoLwappMobilityAnchorDataPathUp,CISCO-LWAPP-MOBILITY-MIB,current,.1.3.6.1.4.1.9.9.576.0.4,"cLMobilityAnchorAddressType, cLMobilityAnchorAddress","This trap will be declared by the Controller when, EoIP ping to the anchor is restored and anchor is  conclusively up.  Variable cLMobilityAnchorIPAddress denotes the IP Address of the anchor."
ciscoLwappMobilityAllAnchorsOnWlanDown,CISCO-LWAPP-MOBILITY-MIB,current,.1.3.6.1.4.1.9.9.576.0.5,cLMobilityAnchorWlanId,"This trap will be declared by the Controller when, successive EoIP ping attempts to all the anchors on WLAN, denoted by cLMobilityAnchorWlanId, fails and  all the anchors are conclusively down."
ciscoLwappMobilityOneAnchorOnWlanUp,CISCO-LWAPP-MOBILITY-MIB,current,.1.3.6.1.4.1.9.9.576.0.6,cLMobilityAnchorWlanId,"This trap will be declared by the Controller when, successive EoIP and UDP ping to atleast one anchor  on the WLAN, denoted by cLMobilityAnchorWlanId, is  restored and anchor is conclusively up."
cLAVCProtoPackLoadNotifFailed,CISCO-LWAPP-NBAR-MIB,current,.1.3.6.1.4.1.9.9.99995.0.1,"cLNbarAVCProtoPackName, cLNbarAVCProtoPackVer",This notification is generated whenever a protocol pack download  fails.
cLAVCProtoPackLoadNotifSuccess,CISCO-LWAPP-NBAR-MIB,current,.1.3.6.1.4.1.9.9.99995.0.2,"cLNbarAVCProtoPackName, cLNbarAVCProtoPackVer",This notification is generated whenever a protocol pack download succeeds.
ciscoLwappVoipCallFailureNotif,CISCO-LWAPP-QOS-MIB,current,.1.3.6.1.4.1.9.9.524.0.1,"cLQVoiceClientLastCallFailureReasonCode, cLQVoiceClientCallingNumber, cLQVoiceClientLastCalledNumber, cLApName, cLApDot11IfType",This notification is generated when ever a VOIP call failure occurs.
ciscoLwappMediaMCStreamFailureNotif,CISCO-LWAPP-QOS-MIB,current,.1.3.6.1.4.1.9.9.524.0.2,"cldcClientMacAddress, cLQVMediaClientSrcIpAddr, cLQVMediaClientSrcIpAddrType, cLQVMediaClientDestIpAddr, cLQVMediaClientDestIpAddrType, cLQVMediaClientHistLastFailureReasonCode, cLQVMediaClientHistTimeStamp, cLQMStreamName, cLApName, cLApDot11IfType, cLWlanIndex, cLQVMediaClientHistCfgBw, cLQVMediaClientHistCurrentRate, cLQVMediaClientHistVideoPktSize, cLQVMediaClientHistVideoUtil, cLQVMediaClientHistVoiceUtil, cLQVMediaClientHistChannelUtil, cLQVMediaClientHistQueueUtil, cLQVMediaClientHistVideoPps, cLQVMediaClientHistVideoDelay, cLQVMediaClientHistPktLossDiscard, cLQVMediaClientHistPktLossFail, cLQVMediaClientHistNumVideoStreams, cLQVMediaClientHistCacEnable",This notification is generated when ever a Multicast to Unicast  Media conversion failure occurs.  AP MAC Address and slotID will be sent as index for AP related objects.
ciscoLwappMediaMCStreamAdmitNotif,CISCO-LWAPP-QOS-MIB,current,.1.3.6.1.4.1.9.9.524.0.3,"cldcClientMacAddress, cLQVMediaClientSrcIpAddr, cLQVMediaClientSrcIpAddrType, cLQVMediaClientDestIpAddr, cLQVMediaClientDestIpAddrType, cLQVMediaClientHistLastFailureReasonCode, cLQVMediaClientHistTimeStamp, cLQMStreamName, cLApName, cLApDot11IfType, cLWlanIndex, cLQVMediaClientHistCfgBw, cLQVMediaClientHistCurrentRate, cLQVMediaClientHistVideoPktSize, cLQVMediaClientHistVideoUtil, cLQVMediaClientHistVoiceUtil, cLQVMediaClientHistChannelUtil, cLQVMediaClientHistQueueUtil, cLQVMediaClientHistVideoPps, cLQVMediaClientHistVideoDelay, cLQVMediaClientHistPktLossDiscard, cLQVMediaClientHistPktLossFail, cLQVMediaClientHistNumVideoStreams, cLQVMediaClientHistCacEnable",This notification is generated when ever a client  gets admitted to the stream.  AP MAC Address and slotID will be sent as index for AP related objects.
ciscoLwappMediaMCStreamDelistNotif,CISCO-LWAPP-QOS-MIB,current,.1.3.6.1.4.1.9.9.524.0.4,"cldcClientMacAddress, cLQVMediaClientSrcIpAddr, cLQVMediaClientSrcIpAddrType, cLQVMediaClientDestIpAddr, cLQVMediaClientDestIpAddrType, cLQVMediaClientHistLastFailureReasonCode, cLQVMediaClientHistTimeStamp, cLQMStreamName, cLApName, cLApDot11IfType, cLWlanIndex, cLQVMediaClientHistCfgBw, cLQVMediaClientHistCurrentRate, cLQVMediaClientHistVideoPktSize, cLQVMediaClientHistVideoUtil, cLQVMediaClientHistVoiceUtil, cLQVMediaClientHistChannelUtil, cLQVMediaClientHistQueueUtil, cLQVMediaClientHistVideoPps, cLQVMediaClientHistVideoDelay, cLQVMediaClientHistPktLossDiscard, cLQVMediaClientHistPktLossFail, cLQVMediaClientHistNumVideoStreams, cLQVMediaClientHistCacEnable",This notification is generated when ever a client delists from the  stream.  AP MAC Address and slotID will be sent as index for  AP related objects.
ciscoLwappKtsVoipCallFailureNotif,CISCO-LWAPP-QOS-MIB,current,.1.3.6.1.4.1.9.9.524.0.5,"cLQVoiceClientLastCallFailureReasonCode, cLApName, cLApDot11IfType",This notification is generated when ever a KTS VOIP call failure occurs.
cLRogueAdhocRogueDetected,CISCO-LWAPP-ROGUE-MIB,current,.1.3.6.1.4.1.9.9.610.0.1,cLApName,This notification is generated by the controller when a  a rogue is detected.  The name of the AP that   detected this rogue is sent in the notification.
cLRogueClientExceededThreshold,CISCO-LWAPP-ROGUE-MIB,current,.1.3.6.1.4.1.9.9.610.0.2,"cLApDot11RadioMACAddress, cLApDot11RadioChannelNumber, cLApRogueApMacAddress, cldcClientMacAddress, cLApDot11IfType, cLApIfSmtDot11Bssid, cLRuleStateType, cLApRogueDetectedChannel",This notification is generated by the controller when a rogue client exceeds its maximum  threshold configured. The details of Rogue AP and Rogue Clients is sent in the notification.
cLRogueExceededClientRemovedThreshold,CISCO-LWAPP-ROGUE-MIB,current,.1.3.6.1.4.1.9.9.610.0.3,"cLApDot11RadioMACAddress, cLApDot11RadioChannelNumber, cLApRogueApMacAddress, cldcClientMacAddress, cLApDot11IfType, cLApIfSmtDot11Bssid, cLRuleStateType, cLApRogueDetectedChannel",This notification is generated by the controller when a rogue client is removed from the rogue AP  and still the client count of the rogue AP is greater  than the maximum threshold configured. The details  of Rogue AP and Rogue Clients is sent in the  notification.
cLRogueApRuleContained,CISCO-LWAPP-ROGUE-MIB,current,.1.3.6.1.4.1.9.9.610.0.4,"cLApRogueApMacAddress, cLRogueApContainmentLevel",This notification is generated by the controller when a rogue AP is contained due to Rogue Rule.
cLRogueClientDetected,CISCO-LWAPP-ROGUE-MIB,current,.1.3.6.1.4.1.9.9.610.0.5,"cldcClientMacAddress, cLLastDetectingRadioMACAddress, cLApRogueApMacAddress, cLApRogueMode, cLRogueClientTotalDetectingAPs, cLRogueClientFirstReported, cLRogueClientLastReported, cLRogueClientGatewayMac",This notification is generated by the controller when a rogue client is detected.
ciscoLwappDot11ClientCoverageHolePreAlarm,CISCO-LWAPP-RRM-MIB,current,.1.3.6.1.4.1.9.9.615.0.1,"cldcClientMacAddress, cldcApMacAddress, cldcIfType, cLApName, clrRrmApTransmitPowerLevel, clrRrmTimeStamp, clrRrmClientType, clrRrmRssiHistogramLength, clrRrmRssiHistogramMaxIndex, clrRrmRssiHistogramMinIndex, clrRrmRssiHistogramValues, clrRrmNeighborApCount, clrRrmNeighborApMacAddress, clrRrmNeighborApRssi, clrRrmNeighborApIfType, cLWlanChdEnable","This notification is generated when the AP receives at least 'packet count' packets, represented by clrRrmParametersVoicePktCount for voice or clrRrmParametersDataPktCount for data, from a client in any given 5 second interval and 'packet percent' of the packets, represented by clrRrmParametersVoicePktCount for voice and clrRrmParametersDataPktCount for data,  from the client are below the 'RSSI threshold' represented by clrRrmParametersVoiceRssiThreshold for voice and clrRrmParametersDataRssiThreshold for data."
ciscoLwappRrmRfGroupLeaderChange,CISCO-LWAPP-RRM-MIB,current,.1.3.6.1.4.1.9.9.615.0.2,"cldcIfType, clrRrmSysMacAddress, clrRrmSysIpAddress","This notification would be generated, from the controller that is elected as the  new leader, when RF Grouping is done.  It has MAC address and details of the new Group Leader."
ciscoLwappRrmRfGroupMemberAdded,CISCO-LWAPP-RRM-MIB,current,.1.3.6.1.4.1.9.9.615.0.3,"cldcIfType, clrRrmSysMacAddress, clrRrmSysIpAddress",This notification is generated from the group leader when a new member is added to the RF group. This notification has MAC address and details of  new group member.
ciscoLwappRrmRfGroupMemberRemoved,CISCO-LWAPP-RRM-MIB,current,.1.3.6.1.4.1.9.9.615.0.4,"cldcIfType, clrRrmSysMacAddress, clrRrmSysIpAddress","The notification is generated from the group leader, when a member is removed from the RF group. This notification has MAC address and details of  removed group member."
ciscoLwappSiAqLow,CISCO-LWAPP-SI-MIB,current,.1.3.6.1.4.1.9.9.513.1.6.1.0.1,"cLApSysMacAddress, cLApDot11IfSlotId, cLSiAqChannelNumber,cLSiAqIndex,cLSiD11AqiTrapThreshold,cLSiAlarmClear",This notification  is generated if an AQ index on an AP flass below threshold.
ciscoLwappSiIdrDevice,CISCO-LWAPP-SI-MIB,current,.1.3.6.1.4.1.9.9.513.1.6.1.0.2,"cLApSysMacAddress, cLApDot11IfSlotId, cLSiIdrDeviceId, cLSiIdrDeviceType, cLSiIdrAffectedChannels, cLSiIdrSeverity, cLSiIdrClusterId, cLSiAlarmClear, cLApName, cLSiIdrPreviousClusterId",This notification is generated if the Interferer device configured for IDR Alarm.
ciscoLwappSiSensorCrash,CISCO-LWAPP-SI-MIB,current,.1.3.6.1.4.1.9.9.513.1.6.1.0.3,"cLApSysMacAddress, cLApName, cLApDot11IfSlotId,cLSiApIfSensordOperationalStatus,cLSiApIfSensordErrorCode",This notification is generated if the SensorD Crashes for a radio on an AP.
ciscoLwappSiAqBufferUnavailable,CISCO-LWAPP-SI-MIB,current,.1.3.6.1.4.1.9.9.513.1.6.1.0.4,"cLApSysMacAddress, cLApDot11IfSlotId, cLSiApAqLimit, cLSiAlarmClear",This notification is generated if Air Quality buffer is unavailable.
ciscoLwappSiAqLowSeverityHigh,CISCO-LWAPP-SI-MIB,current,.1.3.6.1.4.1.9.9.513.1.6.1.0.5,"cLApSysMacAddress, cLApDot11IfSlotId, cLSiAqChannelNumber,cLSiAqIndex,cLSiD11AqiTrapThreshold, cLSiD11IdrUnclassifiedTrapThreshold,cLSiD11IdrUnclassifiedCurrentSevIndex, cLSiAlarmClear",This notification  is generated if an AQ index on an AP flass below threshold.
ciscoLwappSysInvalidXmlConfig,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.1,,This  notification will be sent whenever invalid  configuration detected by XML
ciscoLwappNoVlanConfigured,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.2,"cldcClientAccessVLAN, cldcClientMacAddress",This  notification will be sent whenever wired client tries to associate without interface for specified vlan
ciscoLwappStrongPwdCheck,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.3,"clsSecStrongPwdManagementUser, clsSecStrongPwdCheckType, clsSecStrongPwdCheckOption",This  notification will be sent whenever the management  user enables/disables the strong password rules.
ciscoLwappSysCpuUsageHigh,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.4,"clsSysCurrentCpuUsage, clsSysAlarmSet","When a WLC detects its CPU usage is higher than the threshold configured in clsSysControllerCpuUsageThreshold,  this notification is generated with clsSysAlarmSet set  to true. When its CPU usage falls below the threshold lately, this notification is generated with clsSysAlarmSet set to false."
ciscoLwappSysMemoryUsageHigh,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.5,"clsSysCurrentMemoryUsage, clsSysAlarmSet","When a WLC detects its memory usage is higher than the threshold configured in clsSysControllerMemoryUsageThreshold, this notification is generated with clsSysAlarmSet set to true. When its memory usage falls below the threshold lately, this notification is generated with clsSysAlarmSet set to false."
ciscoLwappMaxRFIDTagsReached,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.6,"clsMaxRFIDTagsTrapThreshold, clsMaxRFIDTagsCount, clsSysMaxThresholdReachedClear",This notification is generated when the number of RFID tags on the controller exceeds the limit defined by        clsMaxRFIDTagsTrapThreshold.
ciscoLwappMaxClientsReached,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.7,"clsMaxClientsTrapThreshold, clsMaxClientsCount, clsSysMaxThresholdReachedClear",This notification is generated when the number of clients on the controller exceeds the limit defined by clsMaxClientsTrapThreshold.
ciscoLwappNMHeartBeat,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.8,,This  notification will be sent when Network Manager Heart Beat Enable.
ciscoLwappCfgFileAnalyzeFail,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.9,"clsTransferFilename, clsTransferCfgAnalyzeResult",This notification will be sent when config file analyze fails.
ciscoLwappWlcUpgradeFail,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.10,"clsWlcSwVersionBeforeUpgrade, clsWlcSwVersionAfterUpgrade, clsWlcUpgradeFailReason",This notification is generated when the wlc upgrade fails.
ciscoLwappRAIDStatus,CISCO-LWAPP-SYS-MIB,current,.1.3.6.1.4.1.9.9.618.0.11,"clsRAIDStatus, clsRAIDDriveNumber, clsRAIDRebuildPercentage",This notification is generated when the wlc hard disc status changes.
cLWATunnelStatusChange,CISCO-LWAPP-TUNNEL-MIB,current,.1.3.6.1.4.1.9.9.9878.0.1,"cLWATunnelGwName, cLWATunnelGwIPType, cLWATunnelGwIP, cLWATunnelType, cLWATunnelStatusChangeReasonCode",This notification is to send when Tunnel status Changes.
cLWATunnelDomainStatusChange,CISCO-LWAPP-TUNNEL-MIB,current,.1.3.6.1.4.1.9.9.9878.0.2,"cLWATunnelDomainName, cLWATunnelType, cLWATunnelActiveGwIPType, cLWATunnelActiveGwIP, cLWATunnelActiveGwName",This notification is to send when Active Gateway is changed in a Domain.
cLWATunnelClientTypeChange,CISCO-LWAPP-TUNNEL-MIB,current,.1.3.6.1.4.1.9.9.9878.0.3,"cLWATunnelClientMacAddress, cLWATunnelProfileName, cLWATunnelRealm, cLWATunnelVlanId, cLWATunnelDomainName, cLWATunnelType, cLWATunnelActiveGwIPType, cLWATunnelActiveGwIP, cLWATunnelActiveGwName, cLWATunnelClientTypeChangeReasonCode",This notification is to send when client type is marked as  eogre tunnel user.
ciscoLwappWapiUserInvalidCertificateNetworkTrap,CISCO-LWAPP-WAPI-MIB,current,.1.3.6.1.4.1.9.9.9997.4.1,clWapiUserInvalidCertificationInbreakNetwork,This notification will be sent when the WAPI Client is installed with invalid certificates.
ciscoLwappWapiSecurityLowAttackTrap,CISCO-LWAPP-WAPI-MIB,current,.1.3.6.1.4.1.9.9.9997.4.2,cLApWAPISecurityLowAttack,This notification will be sent when AP received a fake Unicast Key Negotiation Response frame of which the WIE_AUSE is different with that of AP sent before.
ciscoLwappWapiReplayAttackTrap,CISCO-LWAPP-WAPI-MIB,current,.1.3.6.1.4.1.9.9.9997.4.3,cLApWAPIReplayAttack,This notification will be sent when AP received an AE challenge is different with that of AP received before.
ciscoLwappWapiTamperAttackTrap,CISCO-LWAPP-WAPI-MIB,current,.1.3.6.1.4.1.9.9.9997.4.4,cLApWAPITamperAttack,This notification will be sent when AP received an invaild Message Authentication Code.
ciscoLwappWapiAddressRedirectAttackTrap,CISCO-LWAPP-WAPI-MIB,current,.1.3.6.1.4.1.9.9.9997.4.5,clWapiAddressRedirectAttack,"This notification will be sent when AP received an address redirect attack trap. Radio interface information (MAC), BSSID, SSID, Mac of station"
cLWAGuestUserRemoved,CISCO-LWAPP-WEBAUTH-MIB,current,.1.3.6.1.4.1.9.9.515.0.1,cLWAGuestUserName,This notification is generated when the lifetime of the  guest-user expires and the guest-user's accounts are removed. 
cLWAGuestUserAdded,CISCO-LWAPP-WEBAUTH-MIB,current,.1.3.6.1.4.1.9.9.515.0.2,cLWAGuestUserName,This notification is generated when the a guest user is  added.
cLWAGuestUserLoggedIn,CISCO-LWAPP-WEBAUTH-MIB,current,.1.3.6.1.4.1.9.9.515.0.3,"cLWAGuestUserName, cLGuestUserClientMacAddress, cldcClientIPAddress, cLGuestUserApMacAddress, cLApName",This notification is generated when the a guest user is logged in.
cLWAGuestUserLoggedOut,CISCO-LWAPP-WEBAUTH-MIB,current,.1.3.6.1.4.1.9.9.515.0.4,"cLWAGuestUserName, cLGuestUserClientMacAddress, cldcClientIPAddress, cLGuestUserApMacAddress, cLApName",This notification is generated when the a guest user is logged out.
cLWAPortalUnreachNotify,CISCO-LWAPP-WEBAUTH-MIB,current,.1.3.6.1.4.1.9.9.515.0.5,"cLWAPortalServerAddrType, cLWAPortalServerIp, cLWAPortalUnreachSet",This notification is generated when portal server is  unreachable/recovered.
ciscoRFSwactNotif,CISCO-RF-MIB,current,.1.3.6.1.4.1.9.9.176.2.0.1,"cRFStatusUnitId, sysUpTime, cRFStatusLastSwactReasonCode","A SWACT notification is sent by the newly active redundant unit whenever a switch of activity occurs. In the case where a SWACT event may be indistinguishable from a reset event, a network management station should use this notification to differentiate the activity.  sysUpTime is the same sysUpTime defined in the RFC-1213 MIB."
ciscoRFProgressionNotif,CISCO-RF-MIB,current,.1.3.6.1.4.1.9.9.176.2.0.2,"cRFStatusUnitId, cRFStatusUnitState, cRFStatusPeerUnitId, cRFStatusPeerUnitState","A progression notification is sent by the active redundant unit whenever its RF state changes or the RF state of the peer unit changes.  To avoid a flurry of notifications for all state transitions, notifications will only be sent for transitions to the following RF states: disabled (for the peer state) standbyCold standbyHot active activeExtraload"
ciscoRFIssuStateNotif,CISCO-RF-MIB,deprecated,.1.3.6.1.4.1.9.9.176.2.0.3,"cRFStatusUnitId, cRFStatusUnitState, cRFStatusIssuState",An ISSU notification to indicate the new state of the system.
ciscoRFIssuStateNotifRev1,CISCO-RF-MIB,current,.1.3.6.1.4.1.9.9.176.2.0.4,"cRFStatusIssuStateRev1, cRFStatusIssuFromVersion, cRFStatusIssuToVersion, cRFStatusLastSwactReasonCode",An ISSU notification to indicate the new state of the system.
ciscoRfSupTimeChangeEvent,CISCO-RF-SUPPLEMENTAL-MIB,current,.1.3.6.1.4.1.9.9.198.0.1,"cRfSupSysAvailableStartTime, cRfSupSysSwitchoverTime","This notification is sent on the event of system clock  modification causing a change in the values of  cRfSupSysAvailableStartTime or cRfSupSysSwitchoverTime objects, if cRfSupNotificationsEnabled object has value 'true'.  If the system clock change is a result of a time zone change event,this notification will not be sent."
ciscoRfSupTimeZoneChangeEvent,CISCO-RF-SUPPLEMENTAL-MIB,current,.1.3.6.1.4.1.9.9.198.0.2,"cRfSupSysAvailableStartTime, cRfSupSysSwitchoverTime","This notification is sent on the event of system time zone modification causing a change in the values of  cRfSupSysAvailableStartTime or cRfSupSysSwitchoverTime objects, if cRfSupNotificationsEnabled object has value 'true'."
ciscoRfSupHAFailureEvent,CISCO-RF-SUPPLEMENTAL-MIB,current,.1.3.6.1.4.1.9.9.198.0.3,"cRfSupSysStartupConfigSyncTime, cRfSupSysRunningConfigSyncTime, cRfSupActionManualSync, cRfSupActionLastSyncResult, cRfSupSysFailureReason, cRfSupSysSeverity, cRfSupSysErrorType",This notification is sent on the event of a generic failure  between the active and standby unit
ciscoRfSupPeerLinkStateChangeEvent,CISCO-RF-SUPPLEMENTAL-MIB,current,.1.3.6.1.4.1.9.9.198.0.4,"ifIndex, ifAdminStatus, ifOperStatus",This notification is sent on the event of a Standby Port state change
cseHaRestartNotify,CISCO-SYSTEM-EXT-MIB,current,.1.3.6.1.4.1.9.9.305.1.3.5.0.1,"cseHaRestartReason, cseHaRestartService, cseHaRestartStateless",A service restart notification is generated  whenever a service (or a process) on the  'active'  supervisor is restarted.
